name,email
Public Health Law at Berkeley,
Psychology Group at Berkeley,berkeleypsychologygroup@gmail.com
Psi Chi,psichi@berkeley.edu
Public Health Advocate,editorialboard@pha.berkeley.edu
Psychedelic Science at Berkeley,ucbpsychedelics@gmail.com
Public Interest Law and Technology (Formerly Technology and Public Interest Law and Policy),publicinterestlawandtech@berkeley.edu
Publications Group Category (undergraduate)  - Advised by Millicent Morris-Chaney,lead@berkeley.edu
Puente at Berkeley,puenteatberkeley@gmail.com
Punjabis at Berkeley,punjabisatberk@gmail.com
Queeks,
Quantum Computing at Berkeley,lytz@berkeley.edu
Queer + Allied Pre-Health / Pre-Medical Association,berkeleyqappa@gmail.com
Queer Alliance & Resource Center,board@ucbqarc.org
Puerto Rico Se Levanta,ramgils@berkeley.edu
Queer and Trans Geographers of Berkeley,samstein@berkeley.edu
Queer Grads,
Queer Caucus,caucus@law.berkeley.edu
Queering Public Health,queersph@berkeley.edu
Queer Art and Fashion Show ,isamfitz@berkeley.edu
Queer and/or Women’s Anime Association,
Queers in Computer Science and Engineering,qicse@lists.eecs.berkeley.edu
Queers United in Revolutionary Subversion,berkeleyquirs@gmail.com
Quidditch League at Berkeley,captains.calquidditch@gmail.com
qui parle: Critical Humanities and Social Sciences,kyra_sutton@berkeley.edu
Quiz Bowl Club,vrohan@berkeley.edu
Ra-On,raon.staff@gmail.com
Raas Ramzat,ucb.raasramzat@gmail.com
Radical Geographers Working Group,samstein@berkeley.edu
Raíces Recruitment and Retention Center (formerly Raza Recruitment and Retention Center),executive@raices.berkeley.edu
REACH! Asian Pacific American Recruitment and Retention Center,core@reach.berkeley.edu
Reclaim,reclaimab@gmail.com
Redefine Her Street at Berkeley,redefineherstreetberkeley@gmail.com
Recreational Organizations Category (undergraduate) - Advised by Millicent Morris-Chaney,lead@berkeley.edu
REEL Film Club,gracekelly@berkeley.edu
Reentry Advocacy Project ,reentryadvocacy@berkeley.edu
Regents' and Chancellor's Scholars Association,berkeleyrcsa@gmail.com
Reinnervate ,reinnervate@gmail.com
Reformed University Fellowship,Chase.daws@ruf.org
Renters' Legal Assistance (Formerly ASUC Renters' Legal Assistance),asucrlastaff@gmail.com
Reproductive Justice Project,brookedb@berkeley.edu
ReUSE,ucberkeleyreuse@gmail.com
"Rhetoric Society at Berkeley, The",emmatavangari@berkeley.edu 
Rising Immigrant Scholars through Education - RISE,riseatberkeley@gmail.com
Residence Hall Assembly,rha@berkeley.edu
Rocket League at Berkeley,14neil@berkeley.edu
RoboBears,calrobobears@gmail.com
Room One Thousand,roomonethousand@gmail.com
Roosevelt Network at Berkeley,
Rubik's Cube Club at Berkeley,berkeleycubeclub@gmail.com
Russian Student Association ,russian.berkeley@gmail.com
SAAS [Formerly Student Association for Applied Statistics],contact@saas.berkeley.edu
Sahaara at Berkeley ,ucb.sahaara@gmail.com
"Sage Mentorship Project, The",president@sagementorship.org
Sales and Trading Club at Berkeley,berkeleyfinanceclub@gmail.com
Salsa at Cal ,salsaatcal@gmail.com
SACNAS for Graduate Students at Berkeley,berkeley.sacnas@gmail.com
Saudi Arabian Association at Berkeley,berkeley.saab@gmail.com
Scholars of Finance ,uc-berkeley@scholarsoffinance.org
School of Public Health Student Government,sphsg@berkeley.edu
Science Leadership and Management,berkeley.SLAM@gmail.com
School Psychology Student Association,spsa.info@gmail.com
Science Fiction and Fantasy Short Story Workshop,scifiandfantasywritersworkshop@gmail.com
Science Policy Group at Berkeley,calscipol@gmail.com
Science Olympiad at Berkeley,goldengatescioly@gmail.com
Sciences Po-Berkeley Student Board,spucb.studentboard@gmail.com
SCUBA at Berkeley,scubaberkeley@gmail.com
SDG Undergraduate Research Group,surg.berkeley@gmail.com
See the Lord – Student Chapter at Berkeley,vincentooi@berkeley.edu
SEAONC at Berkeley,calseaonc@gmail.com
Seed Base Consulting,seedbaseconsulting@gmail.com
Sexual Orientation & Gender Advocacy (GA Project),
Service Group Category (undergraduate) - Advised by Millicent Morris Chaney,lead@berkeley.edu
Sigma Alpha Mu,calsam.prior@gmail.com
Sigma Alpha Nu,sigmaalphanu.cal@gmail.com
Sigma Chi,
Sigma Epsilon Omega,info@sigmaepsilonomega.com
Sigma Eta Pi,ucbsep@gmail.com
Sigma Kappa,lambdaskpresident@gmail.com
"Sigma Gamma Rho Sorority, Inc.",betapsichapter1958@gmail.com
Sigma Mu Delta,ucbsmdpresident@gmail.com
Sigma Nu,ckeesey@berkeley.edu
Sigma Omicron Pi,alphasopipresident@gmail.com
Sigma Phi Omega,
Sigma Pi,
"Sigma Psi Zeta Sorority, Inc.",syz.aicharter@gmail.com
Singapore Student Association (formerly Singapore Malaysia Student Association),contactus@ssa.berkeley.edu
"Sigma Pi Alpha Sorority, Inc.",alphachapter.president1996@gmail.com
Skateboarding at Berkeley,
Sikh Students Association,ucbssa@gmail.com
Sketchicho!,sketchicho.ucb@gmail.com
SKY Campus Happiness Club at Berkeley,club@skyhappiness.berkeley.edu
Sky&X Aerospace,ronaldo.zhang@berkeley.edu
Soccer Analysis Club at Berkeley,
"Smart Ass, The",smartass@caldems.com
Social Welfare,socialwelfareberkeley@gmail.com
Ski and Snowboard Team at Berkeley,calskiandsnowboardteam@gmail.com
Society for Conservation Biology Berkeley Chapter,consbio@lists.berkeley.edu
Society for the Study of Modern Visual Culture at Berkeley,
Society of Women Engineers,swe.berkeley@gmail.com
Society of Engineering Sciences,berkeleyses@gmail.com
Society of Linguistics Undergraduate Students,calslugs@gmail.com
Society of Physics Students at Berkeley,admin@sps.berkeley.edu
Songwriting at Berkeley,songwriting.at.berkeley@gmail.com
South Indian Society,mangai@berkeley.edu
South Asian Law Students Association,salsa@law.berkeley.edu
Soon Movement,
Southeast Asian Student Coalition,UCB.SASC@gmail.com
Space Enterprise at Berkeley ,info@seb.berkeley.edu
Southeast Asian Mentorship,ucb.seam@gmail.com
Southeast Asian Prison Outreach Project ,
Space Technologies and Rocketry,ucberkeleystar@gmail.com
Space Law Society at Berkeley Law (FORMERLY Boalt Hall Space Law Society),spacelawsociety@law.berkeley.edu
Speak Out Now (formerly Students for Social Change),speakoutnowcal@gmail.com
Space Technologies at California,execs@stac.berkeley.edu
Spectrum: Autism at Cal,spectrumatcal@gmail.com
Speaker Series: India at Berkeley,indiaconference@berkeley.edu
Splash at Berkeley,splash.berkeley@gmail.com
Sports Clubs - Berkeley Recreational Sports,
Sports Analytics Group at Berkeley,sagberkeley@gmail.com
Spiritual Organizations Category (undergraduate) - Advised by Millicent Morris Chaney,lead@berkeley.edu
Spoon University at Berkeley,calspoonuniversity@gmail.com
SportsMED,sportsmedatcal@gmail.com
Spring Foundation,springfoundation.berkeley@gmail.com
Sproul Stompers,lindyonthesproul@gmail.com
Statistics Graduate Students Association,sgsa-stat@berkeley.edu
Steel Bridge Competition Team,steelbridge.berkeley@gmail.com
"Startup Law Initiative, The",startuplawinitiative@berkeley.edu
Starting Point STEM,startingpointstem@gmail.com
STEM Ed. at Berkeley,stemedonline@gmail.com
Steminism,
Student American Academy of Optometry,
Storywish,storywishatberkeley@gmail.com
Student Food Collective,chair@foodcollective.org
Student Association at Berkeley Law ,
Student Immigration Relief Clinic at Berkeley,studentimmigrationreliefclinic@gmail.com
Student Collaborative for Impact Leadership (Formerly Center for Health Leadership Association),scil@berkeley.edu
Student Nutrition Advocacy Club,ucbsnac@gmail.com
Student Association for Fire Ecology at Berkeley,ctubbesing@berkeley.edu
Student Organic Gardening Association,studentorganicgarden@gmail.com
Student Organization for Advanced Legal Studies,soals@berkeley.edu
Students for a National Health Program,
Student Premed Advising Network,spanadvisors@gmail.com
Student to Student Peer Counseling,sspcemail@gmail.com
Student Parent Food Donations Program,fooddonations@ocf.berkeley.edu
Students for Basic Needs Justice,basicneedscenter@berkeley.edu
Students for Economic and Environmental Justice,seej.berkeleylaw@gmail.com
Students for Life at Berkeley,berkeley4life@gmail.com
"Students for Racial justice, Inclusion, Diversity, and Equity",churtado@berkeley.edu
Students of Color Environmental Collective,socenvcollective@gmail.com
Students for Sensible Drug Policy UC Berkeley Chapter,ucberkeley@chapters.ssdp.org
Students of Color in Public Policy,scipp.leadership@lists.berkeley.edu
Students vs Pandemics at Berkeley,berkeleysvp@gmail.com
Suitcase Clinic,suitcaseclinic1989@gmail.com
Summer International Exchange,
Supreme Corks,supremecorks@gmail.com
Survivor Advocacy Project,BerkeleyLawSAP@berkeley.edu
Surfrider Foundation Club in Berkeley,berkeley@clubs.surfrider.org
Sustainable Efforts in Environmental Design (Formerly Sustainable Environmental Designers Interacting Networking Connecting),sustainabledesign.cal@gmail.com
Sustainable Housing at California (Formerly THIMBY/Solar Decathlon),info@shac.berkeley.edu
Swim Club at Berkeley ,taylorpark@berkeley.edu 
T-Cal,info@tcalberkeley.org
T.I.n.Y. Chinese Theatre Group,tiny.berkeley@gmail.com
Taiwanese American Student Association,tasa.berkeley@gmail.com
Taiwanese Student Association,tsa.berkeley@gmail.com
TAMID Group,ucbtamid@gmail.com
Tau Kappa Epsilon,contact@tkenu.com
Tau Beta Pi,current-exec@tbp.berkeley.edu
TBD Comedy,tbdcomedy@gmail.com
TASSEL at Berkeley ,sydneyabelson@berkeley.edu
Team HBV,ucberkeley@teamhbv.org
Tech Chair,
TechGYRLS Mentoring Program,techgyrls@ywca-berkeley.org
Telegraph+,telegraphplus@gmail.com
Tetris at Berkeley,
Thai Students Association,cal.thaisa@gmail.com
The Berkeley Group,theberkeleygroup@gmail.com
TEST GA Graduate Women ,
The Connected Foundation at Berkeley,
Thaqalayn Islamic Society of Berkeley (Formerly Islamic Awareness of Berkeley),thaqalaynislamic@gmail.com
The Future is Nova,socialsnova@gmail.com
Theater for Charity,ucbtheaterforcharity@gmail.com
Theta Chi,
"Thomistic Institute at Berkeley, The",calthomisticinstitute@gmail.com
Thrive Aspire Lead (formerly known as True Asian Leaders),thriveaspirelead@gmail.com
Thrive Dance Company,thrivedance.cal@gmail.com
Tikvah: Students for Israel,tikvahsfi@gmail.com
Toastmasters on Campus,toastmastersoncampus@gmail.com
Tokiha,moniquegomes@tokiha.org
To An Unknown God,taug@berkeley.edu
Traders at Berkeley,club@traders.berkeley.edu
Transfers at Berkeley Law,berkeleylawtransfers@gmail.com
TransferMD@Berkeley ,transfermdberkeley@gmail.com
Translational Medicine and Stem Cell Association ,tmscaberkeley@gmail.com
Transportation Graduate Students Organizing Committee,transoc@berkeley.edu
Transportation Team at Berkeley,michaelleong@berkeley.edu
Tri-Service Corps of Cadets,ryanwchen@berkeley.edu
TrueLement,truelement@gmail.com
Turkish Student Association at Berkeley,turk.ucb@gmail.com
Turning Point USA at Berkeley,
UC Berkeley Indus,induspresidents@gmail.com
Tzu Chi Compassion Relief Foundation,berkeleytc@gmail.com
UC Jazz Ensemble,tmoore@ucjazz.berkeley.edu
UC Berkeley Model United Nations,secretary@ucbmun.org
UC Rally Committee,ucrc.chair@gmail.com
Unbounded Representation,urep@math.berkeley.edu
Undergraduate Astronomy Society - Berkeley,ucbuas@gmail.com
Undergraduate Business Group,
Undergraduate Economics Association,ucberkeleyuea@gmail.com
Unconscious Bias Project at Berkeley,unconsciousbiasstem@gmail.com
Undergraduate Group for Theoretical Computing,ugtcs@berkeley.edu
Undergraduate Finance Association|Undergraduate Management Consulting Group,ufa.umcg@gmail.com
Undergraduate Journal of Psychology at Berkeley,team@ujpb.berkeley.edu
Undergraduate Journal of Classics at Berkeley,berkeleyujc@gmail.com
Undergraduate Marketing Association,uma.ucberkeley@gmail.com
Undergraduate Laboratory at Berkeley (ULAB),directors@ulab.berkeley.edu
Undergraduate Political Science Association,upsa.berkeley@gmail.com
Undergraduate Legal Honors Society (Formerly Law in Practice at Berkeley),board@ulhs.berkeley.edu
Undergraduate Real Estate Club,newton.szeto@berkeley.edu
Undergraduate Street Medicine Outreach,UndergraduateStreetMedOutreach@gmail.com
Undergraduate Moot Court Team,
Undergraduate Student Council of the College of Environmental Design,cedugsc@berkeley.edu
Underground Scholars Initiative,undergroundscholars@berkeley.edu
Undergraduate Women in Economics at Berkeley,
UNICEF at Berkeley,calunicef@gmail.com
Underrepresented Minorities in Economics (Formerly Students of Color in Economics),ume@ume.berkeley.edu
Underwater Robotics at Berkeley (Formerly Autonomous Underwater Vehicles Team at Berkeley) ,communications@urobotics.berkeley.edu
Unicycling at Berkeley,
United Nations Association of Berkeley,unaberkeley@gmail.com
United Geographers Society of Berkeley,berkeleybugs@gmail.com
Unity in Christ,calunityinchrist@gmail.com
Unmanned Aerial Vehicles at Berkeley ,admin@uav.berkeley.edu
UNITY Resource Center,unitytp@berkeley.edu
Universities Allied for Essential Medicines,caluaem@gmail.com
Upsilon Pi Epsilon,info@upe.berkeley.edu
UpSync,berkeleyupsync@gmail.com
Valley Consulting Group,info@vcg.berkeley.edu
"Vanguard at Berkeley, The",
Venture Capital at Berkeley,berkeleyventurecap@gmail.com
Vision Development Club of Berkeley ,vdc.berkeleyoptometry@gmail.com
VIDA Medical Volunteer,berkeley@vidavolunteertravel.org
VISION ,outreach@calvsa.com
Vision Science Club,michele_winter@berkeley.edu
Vietnamese Student Association,president@calvsa.com
Venture Strategy Solutions Consulting,contact@venture.berkeley.edu
Veritas Graduate Christian Fellowship,veritasleaders@lists.berkeley.edu
Visiting Scholars Ministry,
Volunteer Health Interpreters Organization,cal.vhio@gmail.com
VOSAP,pranav.desai@voiceofsap.com
Voyager Consulting,info.voyagerconsulting@gmail.com
Volunteer Income Tax Assistance Program,ucberkeleyvita@gmail.com
Volunteers for Medical Outreach,calvmo@gmail.com
Volunteers Around the World at Berkeley,berkeleyvaw@gmail.com
WACK - We are Changing Kulture,wackulture@gmail.com
Wage Justice Clinic,berkeleywagejustice@berkeley.edu
Water Bears Engineering Competition Team,leonliu22@berkeley.edu
Water ski and Wakeboard Association at Berkeley,mariana_vacacast@berkeley.edu
Wave Makers of Berkeley,WaveMakers@berkeley.edu
Web Design and Development at Berkeley,ask@wdd.io
Web Development at Berkeley,webatberkeley@gmail.com
Whale Watchers at Berkeley,
Wildlife Society at Berkeley,cawelch@berkeley.edu
Women in Computer Science and Electrical Engineering,wicse-presidents@lists.eecs.berkeley.edu
Women and Youth Supporting Each Other,calwyse@gmail.com
With a Vision (Formerly Koinonia Campus Fellowship),ang2009las@berkeley.edu
Women in Computing and Data Science at Berkeley,berkeleywicds@gmail.com
Women in Politics at Berkeley,womeninpoliticsatberkeley@gmail.com
Women in Public Policy,
Women in Science at Berkeley (Formerly IB Women in Science),
Women in Tech Law ,witl@berkeley.edu
Women of Color Initiative,
Womxn Ignite at Berkeley,womxnigniteatberkeley@gmail.com
Womxn in Chemistry Initiative,wiciberkeley@gmail.com
Womxn in Mathematics at Berkeley (Formerly Women in Mathematics at Berkeley),ucbwim@gmail.com
Womxn of Berkeley Law (formerly known as Women's Association at Berkeley Law),wobl@berkeley.edu
Womxn of Color Collective(formerly known as Berkeley Law Women of Color Collective),berkeleylawwocc@gmail.com
Workers' Rights Clinic,workersrightsclinic@berkeley.edu
Workers Rights Disability Law Clinic,berkeley.wrdlc@gmail.com
Wrestling Club at Berkeley,berkeleywrestlingofficial@gmail.com
Yemeni Student Association of Berkeley ,communications@ysa.berkeley.edu
Young Democratic Socialists of America at Berkeley,calydsa@gmail.com
Young Disciples at Berkeley,calvaryofgod@gmail.com
You Mean More,youmeanmore@gmail.com
Youth Advocacy Project,yap@berkeley.edu
Young Americans for Liberty,douglas_koehler@berkeley.edu
Young Musicians Outreach at Berkeley,jay.xiong77@berkeley.edu
Youth Empowering Nation,
Youth Housing Coalition at Berkeley,berkeleyyouthhousingcoalition@gmail.com
Zahanat,ucberkeleyzahanat@gmail.com
Zeta Phi Beta,
Zeta Tau Alpha,ztacalpresident@gmail.com
